Title,Cast,Director,Headline,Runtime (Min),Genres,Production Company,Release Date,Category,Name,Winner
The Wolf of Wall Street,Leonardo DiCaprio|Jonah Hill|Margot Robbie|Kyle Chandler|Rob Reiner,Martin Scorsese,EARN. SPEND. PARTY.,180,Crime|Drama|Comedy,Paramount Pictures|Appian Way|EMJAG Productions|Red Granite Pictures|Sikelia Productions,12/25/13,ACTOR IN A LEADING ROLE,Leonardo DiCaprio,False
Captain Phillips,Tom Hanks|Catherine Keener|Max Martini|Chris Mulkey|Yul Vazquez,Paul Greengrass,Out here survival is everything.,134,Action|Drama|Thriller,Columbia Pictures,10/10/13,ACTOR IN A SUPPORTING ROLE,Barkhad Abdi,False
American Hustle,Christian Bale|Bradley Cooper|Amy Adams|Jeremy Renner|Jennifer Lawrence,David O. Russell,Everyone Hustles To Survive,138,Drama|Crime,Columbia Pictures|Atlas Entertainment|Annapurna Pictures,12/12/13,ACTOR IN A SUPPORTING ROLE,Bradley Cooper,False
The Wolf of Wall Street,Leonardo DiCaprio|Jonah Hill|Margot Robbie|Kyle Chandler|Rob Reiner,Martin Scorsese,EARN. SPEND. PARTY.,180,Crime|Drama|Comedy,Paramount Pictures|Appian Way|EMJAG Productions|Red Granite Pictures|Sikelia Productions,12/25/13,ACTOR IN A SUPPORTING ROLE,Jonah Hill,False
American Hustle,Christian Bale|Bradley Cooper|Amy Adams|Jeremy Renner|Jennifer Lawrence,David O. Russell,Everyone Hustles To Survive,138,Drama|Crime,Columbia Pictures|Atlas Entertainment|Annapurna Pictures,12/12/13,ACTRESS IN A LEADING ROLE,Amy Adams,False
Gravity,Sandra Bullock|George Clooney|Ed Harris|Orto Ignatiussen|Phaldut Sharma,Alfonso CuarÃ³n,Don't Let Go,91,Science Fiction|Thriller|Drama,Warner Bros.|Heyday Films|Esperanto Filmoj,9/27/13,ACTRESS IN A LEADING ROLE,Sandra Bullock,False
American Hustle,Christian Bale|Bradley Cooper|Amy Adams|Jeremy Renner|Jennifer Lawrence,David O. Russell,Everyone Hustles To Survive,138,Drama|Crime,Columbia Pictures|Atlas Entertainment|Annapurna Pictures,12/12/13,ACTRESS IN A SUPPORTING ROLE,Jennifer Lawrence,False
The Croods,Nicolas Cage|Emma Stone|Ryan Reynolds|Catherine Keener|Cloris Leachman,Kirk De Micco|Chris Sanders,Meet the first modern family.,98,Adventure|Animation|Comedy|Family|Fantasy,DreamWorks Animation,3/20/13,ANIMATED FEATURE FILM,"Chris Sanders, Kirk DeMicco and Kristine Belson",False
Despicable Me 2,Steve Carell|Kristen Wiig|Benjamin Bratt|Miranda Cosgrove|Russell Brand,Pierre Coffin|Chris Renaud,Back 2 Work,98,Animation|Comedy|Family,Universal Pictures|Illumination Entertainment,6/25/13,ANIMATED FEATURE FILM,"Chris Renaud, Pierre Coffin and Chris Meledandri",False
Frozen,Kristen Bell|Idina Menzel|Jonathan Groff|Josh Gad|Santino Fontana,Chris Buck|Jennifer Lee,Only the act of true love will thaw a frozen heart.,102,Animation|Adventure|Family,Walt Disney Pictures|Walt Disney Animation Studios,11/27/13,ANIMATED FEATURE FILM,"Chris Buck, Jennifer Lee and Peter Del Vecho",True
Gravity,Sandra Bullock|George Clooney|Ed Harris|Orto Ignatiussen|Phaldut Sharma,Alfonso CuarÃ³n,Don't Let Go,91,Science Fiction|Thriller|Drama,Warner Bros.|Heyday Films|Esperanto Filmoj,9/27/13,CINEMATOGRAPHY,Emmanuel Lubezki,True
Prisoners,Hugh Jackman|Jake Gyllenhaal|Paul Dano|Maria Bello|Melissa Leo,Denis Villeneuve,Every moment matters.,153,Drama|Thriller|Crime,Alcon Entertainment|Madhouse Entertainment|8:38 Productions,9/18/13,CINEMATOGRAPHY,Roger A. Deakins,False
American Hustle,Christian Bale|Bradley Cooper|Amy Adams|Jeremy Renner|Jennifer Lawrence,David O. Russell,Everyone Hustles To Survive,138,Drama|Crime,Columbia Pictures|Atlas Entertainment|Annapurna Pictures,12/12/13,COSTUME DESIGN,Michael Wilkinson,False
American Hustle,Christian Bale|Bradley Cooper|Amy Adams|Jeremy Renner|Jennifer Lawrence,David O. Russell,Everyone Hustles To Survive,138,Drama|Crime,Columbia Pictures|Atlas Entertainment|Annapurna Pictures,12/12/13,DIRECTING,David O. Russell,False
Gravity,Sandra Bullock|George Clooney|Ed Harris|Orto Ignatiussen|Phaldut Sharma,Alfonso CuarÃ³n,Don't Let Go,91,Science Fiction|Thriller|Drama,Warner Bros.|Heyday Films|Esperanto Filmoj,9/27/13,DIRECTING,Alfonso Cuarón,True
The Wolf of Wall Street,Leonardo DiCaprio|Jonah Hill|Margot Robbie|Kyle Chandler|Rob Reiner,Martin Scorsese,EARN. SPEND. PARTY.,180,Crime|Drama|Comedy,Paramount Pictures|Appian Way|EMJAG Productions|Red Granite Pictures|Sikelia Productions,12/25/13,DIRECTING,Martin Scorsese,False
American Hustle,Christian Bale|Bradley Cooper|Amy Adams|Jeremy Renner|Jennifer Lawrence,David O. Russell,Everyone Hustles To Survive,138,Drama|Crime,Columbia Pictures|Atlas Entertainment|Annapurna Pictures,12/12/13,FILM EDITING,"Jay Cassidy, Crispin Struthers and Alan Baumgarten",False
Captain Phillips,Tom Hanks|Catherine Keener|Max Martini|Chris Mulkey|Yul Vazquez,Paul Greengrass,Out here survival is everything.,134,Action|Drama|Thriller,Columbia Pictures,10/10/13,FILM EDITING,Christopher Rouse,False
Gravity,Sandra Bullock|George Clooney|Ed Harris|Orto Ignatiussen|Phaldut Sharma,Alfonso CuarÃ³n,Don't Let Go,91,Science Fiction|Thriller|Drama,Warner Bros.|Heyday Films|Esperanto Filmoj,9/27/13,FILM EDITING,Alfonso Cuarón and Mark Sanger,True
The Lone Ranger,Johnny Depp|Armie Hammer|William Fichtner|Helena Bonham Carter|James Badge Dale,Gore Verbinski,Never Take Off the Mask,149,Action|Adventure|Western,Walt Disney Pictures|Jerry Bruckheimer Films|Infinitum Nihil|Silver Bullet Productions (II)|Blind Wink Productions,7/3/13,MAKEUP AND HAIRSTYLING,Joel Harlow and Gloria Pasqua-Casny,False
Gravity,Sandra Bullock|George Clooney|Ed Harris|Orto Ignatiussen|Phaldut Sharma,Alfonso CuarÃ³n,Don't Let Go,91,Science Fiction|Thriller|Drama,Warner Bros.|Heyday Films|Esperanto Filmoj,9/27/13,MUSIC (Original Score),Steven Price,True
Her,Joaquin Phoenix|Scarlett Johansson|Rooney Mara|Amy Adams|Olivia Wilde,Spike Jonze,A Spike Jonze Love Story,126,Romance|Science Fiction|Drama,Annapurna Pictures,12/18/13,MUSIC (Original Score),William Butler and Owen Pallett,False
Despicable Me 2,Steve Carell|Kristen Wiig|Benjamin Bratt|Miranda Cosgrove|Russell Brand,Pierre Coffin|Chris Renaud,Back 2 Work,98,Animation|Comedy|Family,Universal Pictures|Illumination Entertainment,6/25/13,MUSIC (Original Song),Music and Lyric by Pharrell Williams,False
Frozen,Kristen Bell|Idina Menzel|Jonathan Groff|Josh Gad|Santino Fontana,Chris Buck|Jennifer Lee,Only the act of true love will thaw a frozen heart.,102,Animation|Adventure|Family,Walt Disney Pictures|Walt Disney Animation Studios,11/27/13,MUSIC (Original Song),Music and Lyric by Kristen Anderson-Lopez and Robert Lopez,True
Her,Joaquin Phoenix|Scarlett Johansson|Rooney Mara|Amy Adams|Olivia Wilde,Spike Jonze,A Spike Jonze Love Story,126,Romance|Science Fiction|Drama,Annapurna Pictures,12/18/13,MUSIC (Original Song),Music by Karen O; Lyric by Karen O and Spike Jonze,False
American Hustle,Christian Bale|Bradley Cooper|Amy Adams|Jeremy Renner|Jennifer Lawrence,David O. Russell,Everyone Hustles To Survive,138,Drama|Crime,Columbia Pictures|Atlas Entertainment|Annapurna Pictures,12/12/13,BEST PICTURE,"Charles Roven, Richard Suckle, Megan Ellison and Jonathan Gordon, Producers",False
Captain Phillips,Tom Hanks|Catherine Keener|Max Martini|Chris Mulkey|Yul Vazquez,Paul Greengrass,Out here survival is everything.,134,Action|Drama|Thriller,Columbia Pictures,10/10/13,BEST PICTURE,"Scott Rudin, Dana Brunetti and Michael De Luca, Producers",False
Gravity,Sandra Bullock|George Clooney|Ed Harris|Orto Ignatiussen|Phaldut Sharma,Alfonso CuarÃ³n,Don't Let Go,91,Science Fiction|Thriller|Drama,Warner Bros.|Heyday Films|Esperanto Filmoj,9/27/13,BEST PICTURE,"Alfonso Cuarón and David Heyman, Producers",False
Her,Joaquin Phoenix|Scarlett Johansson|Rooney Mara|Amy Adams|Olivia Wilde,Spike Jonze,A Spike Jonze Love Story,126,Romance|Science Fiction|Drama,Annapurna Pictures,12/18/13,BEST PICTURE,"Megan Ellison, Spike Jonze and Vincent Landay, Producers",False
The Wolf of Wall Street,Leonardo DiCaprio|Jonah Hill|Margot Robbie|Kyle Chandler|Rob Reiner,Martin Scorsese,EARN. SPEND. PARTY.,180,Crime|Drama|Comedy,Paramount Pictures|Appian Way|EMJAG Productions|Red Granite Pictures|Sikelia Productions,12/25/13,BEST PICTURE,"Martin Scorsese, Leonardo DiCaprio, Joey McFarland and Emma Tillinger Koskoff, Producers",False
American Hustle,Christian Bale|Bradley Cooper|Amy Adams|Jeremy Renner|Jennifer Lawrence,David O. Russell,Everyone Hustles To Survive,138,Drama|Crime,Columbia Pictures|Atlas Entertainment|Annapurna Pictures,12/12/13,PRODUCTION DESIGN,Production Design: Judy Becker; Set Decoration: Heather Loeffler,False
Gravity,Sandra Bullock|George Clooney|Ed Harris|Orto Ignatiussen|Phaldut Sharma,Alfonso CuarÃ³n,Don't Let Go,91,Science Fiction|Thriller|Drama,Warner Bros.|Heyday Films|Esperanto Filmoj,9/27/13,PRODUCTION DESIGN,Production Design: Andy Nicholson; Set Decoration: Rosie Goodwin and Joanne Woollard,False
Her,Joaquin Phoenix|Scarlett Johansson|Rooney Mara|Amy Adams|Olivia Wilde,Spike Jonze,A Spike Jonze Love Story,126,Romance|Science Fiction|Drama,Annapurna Pictures,12/18/13,PRODUCTION DESIGN,Production Design: K.K. Barrett; Set Decoration: Gene Serdena,False
Captain Phillips,Tom Hanks|Catherine Keener|Max Martini|Chris Mulkey|Yul Vazquez,Paul Greengrass,Out here survival is everything.,134,Action|Drama|Thriller,Columbia Pictures,10/10/13,SOUND EDITING,Oliver Tarney,False
Gravity,Sandra Bullock|George Clooney|Ed Harris|Orto Ignatiussen|Phaldut Sharma,Alfonso CuarÃ³n,Don't Let Go,91,Science Fiction|Thriller|Drama,Warner Bros.|Heyday Films|Esperanto Filmoj,9/27/13,SOUND EDITING,Glenn Freemantle,True
The Hobbit: The Desolation of Smaug,Martin Freeman|Ian McKellen|Richard Armitage|Ken Stott|Graham McTavish,Peter Jackson,Beyond darkness... beyond desolation... lies the greatest danger of all.,161,Adventure|Fantasy,WingNut Films|New Line Cinema|Metro-Goldwyn-Mayer (MGM),12/11/13,SOUND EDITING,Brent Burge and Chris Ward,False
Lone Survivor,Mark Wahlberg|Taylor Kitsch|Emile Hirsch|Ben Foster|Yousuf Azami,Peter Berg,Based on True Acts of Courage,121,Action|Drama|Thriller|War,Universal Pictures|Weed Road Pictures|Herrick Entertainment|Leverage Management|Closest to the Hole Productions,12/24/13,SOUND EDITING,Wylie Stateman,False
Captain Phillips,Tom Hanks|Catherine Keener|Max Martini|Chris Mulkey|Yul Vazquez,Paul Greengrass,Out here survival is everything.,134,Action|Drama|Thriller,Columbia Pictures,10/10/13,SOUND MIXING,"Chris Burdon, Mark Taylor, Mike Prestwood Smith and Chris Munro",False
Gravity,Sandra Bullock|George Clooney|Ed Harris|Orto Ignatiussen|Phaldut Sharma,Alfonso CuarÃ³n,Don't Let Go,91,Science Fiction|Thriller|Drama,Warner Bros.|Heyday Films|Esperanto Filmoj,9/27/13,SOUND MIXING,"Skip Lievsay, Niv Adiri, Christopher Benstead and Chris Munro",True
The Hobbit: The Desolation of Smaug,Martin Freeman|Ian McKellen|Richard Armitage|Ken Stott|Graham McTavish,Peter Jackson,Beyond darkness... beyond desolation... lies the greatest danger of all.,161,Adventure|Fantasy,WingNut Films|New Line Cinema|Metro-Goldwyn-Mayer (MGM),12/11/13,SOUND MIXING,"Christopher Boyes, Michael Hedges, Michael Semanick and Tony Johnson",False
Lone Survivor,Mark Wahlberg|Taylor Kitsch|Emile Hirsch|Ben Foster|Yousuf Azami,Peter Berg,Based on True Acts of Courage,121,Action|Drama|Thriller|War,Universal Pictures|Weed Road Pictures|Herrick Entertainment|Leverage Management|Closest to the Hole Productions,12/24/13,SOUND MIXING,"Andy Koyama, Beau Borders and David Brownlow",False
Gravity,Sandra Bullock|George Clooney|Ed Harris|Orto Ignatiussen|Phaldut Sharma,Alfonso CuarÃ³n,Don't Let Go,91,Science Fiction|Thriller|Drama,Warner Bros.|Heyday Films|Esperanto Filmoj,9/27/13,VISUAL EFFECTS,"Tim Webber, Chris Lawrence, David Shirk and Neil Corbould",True
The Hobbit: The Desolation of Smaug,Martin Freeman|Ian McKellen|Richard Armitage|Ken Stott|Graham McTavish,Peter Jackson,Beyond darkness... beyond desolation... lies the greatest danger of all.,161,Adventure|Fantasy,WingNut Films|New Line Cinema|Metro-Goldwyn-Mayer (MGM),12/11/13,VISUAL EFFECTS,"Joe Letteri, Eric Saindon, David Clayton and Eric Reynolds",False
Iron Man 3,Robert Downey Jr.|Gwyneth Paltrow|Guy Pearce|Don Cheadle|Ben Kingsley,Shane Black,Unleash the power behind the armor.,130,Action|Adventure|Science Fiction,Marvel Studios,4/18/13,VISUAL EFFECTS,"Christopher Townsend, Guy Williams, Erik Nash and Dan Sudick",False
The Lone Ranger,Johnny Depp|Armie Hammer|William Fichtner|Helena Bonham Carter|James Badge Dale,Gore Verbinski,Never Take Off the Mask,149,Action|Adventure|Western,Walt Disney Pictures|Jerry Bruckheimer Films|Infinitum Nihil|Silver Bullet Productions (II)|Blind Wink Productions,7/3/13,VISUAL EFFECTS,"Tim Alexander, Gary Brozenich, Edson Williams and John Frazier",False
Captain Phillips,Tom Hanks|Catherine Keener|Max Martini|Chris Mulkey|Yul Vazquez,Paul Greengrass,Out here survival is everything.,134,Action|Drama|Thriller,Columbia Pictures,10/10/13,WRITING (Adapted Screenplay),Screenplay by Billy Ray,False
The Wolf of Wall Street,Leonardo DiCaprio|Jonah Hill|Margot Robbie|Kyle Chandler|Rob Reiner,Martin Scorsese,EARN. SPEND. PARTY.,180,Crime|Drama|Comedy,Paramount Pictures|Appian Way|EMJAG Productions|Red Granite Pictures|Sikelia Productions,12/25/13,WRITING (Adapted Screenplay),Screenplay by Terence Winter,False
American Hustle,Christian Bale|Bradley Cooper|Amy Adams|Jeremy Renner|Jennifer Lawrence,David O. Russell,Everyone Hustles To Survive,138,Drama|Crime,Columbia Pictures|Atlas Entertainment|Annapurna Pictures,12/12/13,WRITING (Original Screenplay),Written by Eric Warren Singer and David O. Russell,False
Her,Joaquin Phoenix|Scarlett Johansson|Rooney Mara|Amy Adams|Olivia Wilde,Spike Jonze,A Spike Jonze Love Story,126,Romance|Science Fiction|Drama,Annapurna Pictures,12/18/13,WRITING (Original Screenplay),Written by Spike Jonze,True
American Sniper,Bradley Cooper|Sienna Miller|Kyle Gallner|Cole Konis|Ben Reed,Clint Eastwood,The most lethal sniper in U.S. history.,134,War|Action,Village Roadshow Pictures|Malpaso Productions|Warner Bros.|RatPac-Dune Entertainment|Mad Chance Productions,12/11/14,ACTOR IN A LEADING ROLE,Bradley Cooper,False
The Imitation Game,Benedict Cumberbatch|Keira Knightley|Matthew Goode|Rory Kinnear|Allen Leech,Morten Tyldum,The true enigma was the man who cracked the code.,113,History|Drama|Thriller|War,Black Bear Pictures|Bristol Automotive,11/14/14,ACTOR IN A LEADING ROLE,Benedict Cumberbatch,False
The Judge,Robert Downey Jr.|Robert Duvall|Vera Farmiga|Vincent D'Onofrio|Jeremy Strong,David Dobkin,Defend your Honor.,141,Drama,Village Roadshow Pictures|Warner Bros.|Big Kid Pictures|Team Downey,10/8/14,ACTOR IN A SUPPORTING ROLE,Robert Duvall,False
Whiplash,Miles Teller|J.K. Simmons|Melissa Benoist|Austin Stowell|Jayson Blair,Damien Chazelle,The road to greatness can take you to the edge.,105,Drama|Music,Bold Films|Blumhouse Productions|Right of Way Films,10/10/14,ACTOR IN A SUPPORTING ROLE,J.K. Simmons,True
Gone Girl,Ben Affleck|Rosamund Pike|Carrie Coon|Neil Patrick Harris|Tyler Perry,David Fincher,You don't know what you've got 'til it's...,145,Mystery|Thriller|Drama,Twentieth Century Fox Film Corporation|Regency Enterprises|New Regency Pictures|Pacific Standard|TSG Entertainment,10/1/14,ACTRESS IN A LEADING ROLE,Rosamund Pike,False
The Imitation Game,Benedict Cumberbatch|Keira Knightley|Matthew Goode|Rory Kinnear|Allen Leech,Morten Tyldum,The true enigma was the man who cracked the code.,113,History|Drama|Thriller|War,Black Bear Pictures|Bristol Automotive,11/14/14,ACTRESS IN A SUPPORTING ROLE,Keira Knightley,False
Into the Woods,Meryl Streep|Emily Blunt|James Corden|Anna Kendrick|Chris Pine,Rob Marshall,Be careful what you wish for...,125,Fantasy|Comedy|Music,Walt Disney Pictures|Marc Platt Productions|Lucamar Productions,12/25/14,ACTRESS IN A SUPPORTING ROLE,Meryl Streep,False
Big Hero 6,Scott Adsit|Ryan Potter|Daniel Henney|T.J. Miller|Jamie Chung,Don Hall|Chris Williams,From the creators of Wreck-it Ralph and Frozen,102,Adventure|Family|Animation|Action|Comedy,Walt Disney Pictures|Walt Disney Animation Studios,10/24/14,ANIMATED FEATURE FILM,"Don Hall, Chris Williams and Roy Conli",True
How to Train Your Dragon 2,Jay Baruchel|Gerard Butler|Kristen Wiig|Jonah Hill|Cate Blanchett,Dean DeBlois,The training is over.,102,Fantasy|Action|Adventure|Animation|Comedy,DreamWorks Animation|Mad Hatter Entertainment,6/12/14,ANIMATED FEATURE FILM,Dean DeBlois and Bonnie Arnold,False
Unbroken,Jack O'Connell|Domhnall Gleeson|Garrett Hedlund|Takamasa Ishihara|Finn Wittrock,Angelina Jolie,Survival. Resilience. Redemption,137,Drama|War,Legendary Pictures|3 Arts Entertainment|Jolie Pas,12/25/14,CINEMATOGRAPHY,Roger Deakins,False
Inherent Vice,Joaquin Phoenix|Josh Brolin|Owen Wilson|Katherine Waterston|Reese Witherspoon,Paul Thomas Anderson,"Under the paving stones, the beach!",148,Comedy|Romance|Crime|Drama|Mystery,Ghoulardi Film Company|Warner Bros.,12/25/14,COSTUME DESIGN,Mark Bridges,False
Into the Woods,Meryl Streep|Emily Blunt|James Corden|Anna Kendrick|Chris Pine,Rob Marshall,Be careful what you wish for...,125,Fantasy|Comedy|Music,Walt Disney Pictures|Marc Platt Productions|Lucamar Productions,12/25/14,COSTUME DESIGN,Colleen Atwood,False
Maleficent,Angelina Jolie|Elle Fanning|Juno Temple|Sharlto Copley|Isobelle Molloy,Robert Stromberg,Don't believe the fairy tale.,97,Fantasy|Adventure|Action|Family|Romance,Walt Disney Pictures|Roth Films,5/28/14,COSTUME DESIGN,Anna B. Sheppard,False
The Imitation Game,Benedict Cumberbatch|Keira Knightley|Matthew Goode|Rory Kinnear|Allen Leech,Morten Tyldum,The true enigma was the man who cracked the code.,113,History|Drama|Thriller|War,Black Bear Pictures|Bristol Automotive,11/14/14,DIRECTING,Morten Tyldum,False
American Sniper,Bradley Cooper|Sienna Miller|Kyle Gallner|Cole Konis|Ben Reed,Clint Eastwood,The most lethal sniper in U.S. history.,134,War|Action,Village Roadshow Pictures|Malpaso Productions|Warner Bros.|RatPac-Dune Entertainment|Mad Chance Productions,12/11/14,FILM EDITING,Joel Cox and Gary D. Roach,False
The Imitation Game,Benedict Cumberbatch|Keira Knightley|Matthew Goode|Rory Kinnear|Allen Leech,Morten Tyldum,The true enigma was the man who cracked the code.,113,History|Drama|Thriller|War,Black Bear Pictures|Bristol Automotive,11/14/14,FILM EDITING,William Goldenberg,False
Whiplash,Miles Teller|J.K. Simmons|Melissa Benoist|Austin Stowell|Jayson Blair,Damien Chazelle,The road to greatness can take you to the edge.,105,Drama|Music,Bold Films|Blumhouse Productions|Right of Way Films,10/10/14,FILM EDITING,Tom Cross,True
Guardians of the Galaxy,Chris Pratt|Zoe Saldana|Dave Bautista|Vin Diesel|Bradley Cooper,James Gunn,All heroes start somewhere.,121,Action|Science Fiction|Adventure,Marvel Studios|Moving Picture Company (MPC)|Bulletproof Cupid|Revolution Sun Studios,7/30/14,MAKEUP AND HAIRSTYLING,Elizabeth Yianni-Georgiou and David White,False
The Imitation Game,Benedict Cumberbatch|Keira Knightley|Matthew Goode|Rory Kinnear|Allen Leech,Morten Tyldum,The true enigma was the man who cracked the code.,113,History|Drama|Thriller|War,Black Bear Pictures|Bristol Automotive,11/14/14,MUSIC (Original Score),Alexandre Desplat,False
Interstellar,Matthew McConaughey|Jessica Chastain|Anne Hathaway|Michael Caine|Casey Affleck,Christopher Nolan,Mankind was born on Earth. It was never meant to die here.,169,Adventure|Drama|Science Fiction,Paramount Pictures|Legendary Pictures|Warner Bros.|Syncopy|Lynda Obst Productions,11/5/14,MUSIC (Original Score),Hans Zimmer,False
The Lego Movie,Will Arnett|Elizabeth Banks|Craig Berry|Alison Brie|David Burrows,Phil Lord|Christopher Miller,The story of a nobody who saved everybody.,100,Adventure|Fantasy|Animation|Comedy|Action,Village Roadshow Pictures|DC Comics|Vertigo Entertainment|Lin Pictures|Warner Bros. Animation,2/6/14,MUSIC (Original Song),Music and Lyric by Shawn Patterson,False
American Sniper,Bradley Cooper|Sienna Miller|Kyle Gallner|Cole Konis|Ben Reed,Clint Eastwood,The most lethal sniper in U.S. history.,134,War|Action,Village Roadshow Pictures|Malpaso Productions|Warner Bros.|RatPac-Dune Entertainment|Mad Chance Productions,12/11/14,BEST PICTURE,"Clint Eastwood, Robert Lorenz, Andrew Lazar, Bradley Cooper and Peter Morgan, Producers",False
The Imitation Game,Benedict Cumberbatch|Keira Knightley|Matthew Goode|Rory Kinnear|Allen Leech,Morten Tyldum,The true enigma was the man who cracked the code.,113,History|Drama|Thriller|War,Black Bear Pictures|Bristol Automotive,11/14/14,BEST PICTURE,"Nora Grossman, Ido Ostrowsky and Teddy Schwarzman, Producers",False
Whiplash,Miles Teller|J.K. Simmons|Melissa Benoist|Austin Stowell|Jayson Blair,Damien Chazelle,The road to greatness can take you to the edge.,105,Drama|Music,Bold Films|Blumhouse Productions|Right of Way Films,10/10/14,BEST PICTURE,"Jason Blum, Helen Estabrook and David Lancaster, Producers",False
The Imitation Game,Benedict Cumberbatch|Keira Knightley|Matthew Goode|Rory Kinnear|Allen Leech,Morten Tyldum,The true enigma was the man who cracked the code.,113,History|Drama|Thriller|War,Black Bear Pictures|Bristol Automotive,11/14/14,PRODUCTION DESIGN,Production Design: Maria Djurkovic; Set Decoration: Tatiana Macdonald,False
Interstellar,Matthew McConaughey|Jessica Chastain|Anne Hathaway|Michael Caine|Casey Affleck,Christopher Nolan,Mankind was born on Earth. It was never meant to die here.,169,Adventure|Drama|Science Fiction,Paramount Pictures|Legendary Pictures|Warner Bros.|Syncopy|Lynda Obst Productions,11/5/14,PRODUCTION DESIGN,Production Design: Nathan Crowley; Set Decoration: Gary Fettis,False
Into the Woods,Meryl Streep|Emily Blunt|James Corden|Anna Kendrick|Chris Pine,Rob Marshall,Be careful what you wish for...,125,Fantasy|Comedy|Music,Walt Disney Pictures|Marc Platt Productions|Lucamar Productions,12/25/14,PRODUCTION DESIGN,Production Design: Dennis Gassner; Set Decoration: Anna Pinnock,False
American Sniper,Bradley Cooper|Sienna Miller|Kyle Gallner|Cole Konis|Ben Reed,Clint Eastwood,The most lethal sniper in U.S. history.,134,War|Action,Village Roadshow Pictures|Malpaso Productions|Warner Bros.|RatPac-Dune Entertainment|Mad Chance Productions,12/11/14,SOUND EDITING,Alan Robert Murray and Bub Asman,True
The Hobbit: The Battle of the Five Armies,Martin Freeman|Ian McKellen|Richard Armitage|Ken Stott|Graham McTavish,Peter Jackson,Witness the defining chapter of the Middle-Earth saga,144,Adventure|Fantasy,WingNut Films|New Line Cinema|3Foot7|Metro-Goldwyn-Mayer (MGM),12/10/14,SOUND EDITING,Brent Burge and Jason Canovas,False
Interstellar,Matthew McConaughey|Jessica Chastain|Anne Hathaway|Michael Caine|Casey Affleck,Christopher Nolan,Mankind was born on Earth. It was never meant to die here.,169,Adventure|Drama|Science Fiction,Paramount Pictures|Legendary Pictures|Warner Bros.|Syncopy|Lynda Obst Productions,11/5/14,SOUND EDITING,Richard King,False
Unbroken,Jack O'Connell|Domhnall Gleeson|Garrett Hedlund|Takamasa Ishihara|Finn Wittrock,Angelina Jolie,Survival. Resilience. Redemption,137,Drama|War,Legendary Pictures|3 Arts Entertainment|Jolie Pas,12/25/14,SOUND EDITING,Becky Sullivan and Andrew DeCristofaro,False
American Sniper,Bradley Cooper|Sienna Miller|Kyle Gallner|Cole Konis|Ben Reed,Clint Eastwood,The most lethal sniper in U.S. history.,134,War|Action,Village Roadshow Pictures|Malpaso Productions|Warner Bros.|RatPac-Dune Entertainment|Mad Chance Productions,12/11/14,SOUND MIXING,"John Reitz, Gregg Rudloff and Walt Martin",False
Interstellar,Matthew McConaughey|Jessica Chastain|Anne Hathaway|Michael Caine|Casey Affleck,Christopher Nolan,Mankind was born on Earth. It was never meant to die here.,169,Adventure|Drama|Science Fiction,Paramount Pictures|Legendary Pictures|Warner Bros.|Syncopy|Lynda Obst Productions,11/5/14,SOUND MIXING,"Gary A. Rizzo, Gregg Landaker and Mark Weingarten",False
Unbroken,Jack O'Connell|Domhnall Gleeson|Garrett Hedlund|Takamasa Ishihara|Finn Wittrock,Angelina Jolie,Survival. Resilience. Redemption,137,Drama|War,Legendary Pictures|3 Arts Entertainment|Jolie Pas,12/25/14,SOUND MIXING,"Jon Taylor, Frank A. Montaño and David Lee",False
Whiplash,Miles Teller|J.K. Simmons|Melissa Benoist|Austin Stowell|Jayson Blair,Damien Chazelle,The road to greatness can take you to the edge.,105,Drama|Music,Bold Films|Blumhouse Productions|Right of Way Films,10/10/14,SOUND MIXING,"Craig Mann, Ben Wilkins and Thomas Curley",True
Captain America: The Winter Soldier,Chris Evans|Scarlett Johansson|Sebastian Stan|Samuel L. Jackson|Robert Redford,Joe Russo|Anthony Russo,In heroes we trust.,136,Action|Adventure|Science Fiction,Marvel Studios,3/20/14,VISUAL EFFECTS,"Dan DeLeeuw, Russell Earl, Bryan Grill and Dan Sudick",False
Guardians of the Galaxy,Chris Pratt|Zoe Saldana|Dave Bautista|Vin Diesel|Bradley Cooper,James Gunn,All heroes start somewhere.,121,Action|Science Fiction|Adventure,Marvel Studios|Moving Picture Company (MPC)|Bulletproof Cupid|Revolution Sun Studios,7/30/14,VISUAL EFFECTS,"Stephane Ceretti, Nicolas Aithadi, Jonathan Fawkner and Paul Corbould",False
Interstellar,Matthew McConaughey|Jessica Chastain|Anne Hathaway|Michael Caine|Casey Affleck,Christopher Nolan,Mankind was born on Earth. It was never meant to die here.,169,Adventure|Drama|Science Fiction,Paramount Pictures|Legendary Pictures|Warner Bros.|Syncopy|Lynda Obst Productions,11/5/14,VISUAL EFFECTS,"Paul Franklin, Andrew Lockley, Ian Hunter and Scott Fisher",True
X-Men: Days of Future Past,Hugh Jackman|James McAvoy|Patrick Stewart|Michael Fassbender|Ian McKellen,Bryan Singer,"To save the future, they must alter the past",131,Action|Adventure|Fantasy|Science Fiction,Twentieth Century Fox Film Corporation|Donners' Company|Marvel Entertainment|Bad Hat Harry Productions|TSG Entertainment,5/15/14,VISUAL EFFECTS,"Richard Stammers, Lou Pecora, Tim Crosbie and Cameron Waldbauer",False
