Title,Cast,Director,Headline,Runtime (Min),Genres,Production Company,Release Date,Category,Name,Winner
Underworld,Kate Beckinsale|Scott Speedman|Michael Sheen|Shane Brolly|Bill Nighy,Len Wiseman,An immortal battle for supremacy.,121,Fantasy|Action|Thriller,Lakeshore Entertainment|Laurinfilm|Subterranean Productions LLC|Subterranean Productions UK Ltd.|Underworld Produktions GmbH,9/19/03,WRITING (Original Story),Ben Hecht,True
Emma,Gwyneth Paltrow|Toni Collette|Alan Cumming|Ewan McGregor|Jeremy Northam,Douglas McGrath,Cupid is armed and dangerous!,121,Comedy|Drama|Romance,Miramax Films|Haft Entertainment|Matchmaker Films,8/2/96,ACTRESS,Marie Dressler,False
Morning Glory,Rachel McAdams|Harrison Ford|Patrick Wilson|Jeff Goldblum|Diane Keaton,Roger Michell,Breakfast TV just got interesting.,102,Comedy|Drama|Romance,Bad Robot|Goldcrest Pictures,1/12/10,ACTRESS,Katharine Hepburn,True
Men in Black,Tommy Lee Jones|Will Smith|Linda Fiorentino|Vincent D'Onofrio|Rip Torn,Barry Sonnenfeld,Protecting the Earth from the scum of the universe.,98,Action|Adventure|Comedy|Science Fiction,Amblin Entertainment|Columbia Pictures Corporation|Parkes+MacDonald Image Nation,7/1/97,SHORT SUBJECT (Comedy),"Jules White, Producer",False
Marie Antoinette,Kirsten Dunst|Jason Schwartzman|Judy Davis|Rip Torn|Asia Argento,Sofia Coppola,Rumor. Scandal. Fame. Revolution.,123,Drama|History,American Zoetrope|Columbia Pictures Corporation|Pricel|Tohokushinsha Film|Commission du Film France,5/24/06,ACTOR IN A SUPPORTING ROLE,Robert Morley,False
Marie Antoinette,Kirsten Dunst|Jason Schwartzman|Judy Davis|Rip Torn|Asia Argento,Sofia Coppola,Rumor. Scandal. Fame. Revolution.,123,Drama|History,American Zoetrope|Columbia Pictures Corporation|Pricel|Tohokushinsha Film|Commission du Film France,5/24/06,ACTRESS,Norma Shearer,False
Marie Antoinette,Kirsten Dunst|Jason Schwartzman|Judy Davis|Rip Torn|Asia Argento,Sofia Coppola,Rumor. Scandal. Fame. Revolution.,123,Drama|History,American Zoetrope|Columbia Pictures Corporation|Pricel|Tohokushinsha Film|Commission du Film France,5/24/06,ART DIRECTION,Cedric Gibbons,False
Marie Antoinette,Kirsten Dunst|Jason Schwartzman|Judy Davis|Rip Torn|Asia Argento,Sofia Coppola,Rumor. Scandal. Fame. Revolution.,123,Drama|History,American Zoetrope|Columbia Pictures Corporation|Pricel|Tohokushinsha Film|Commission du Film France,5/24/06,MUSIC (Original Score),Herbert Stothart,False
Wuthering Heights,Kaya Scodelario|James Northcote|Amy Wren|Nichola Burley|Steve Evets,Andrea Arnold,Love is a force of nature.,129,Drama|Romance,Ecosse Films|Film4 Productions,9/5/11,ACTOR,Laurence Olivier,False
Wuthering Heights,Kaya Scodelario|James Northcote|Amy Wren|Nichola Burley|Steve Evets,Andrea Arnold,Love is a force of nature.,129,Drama|Romance,Ecosse Films|Film4 Productions,9/5/11,ACTRESS IN A SUPPORTING ROLE,Geraldine Fitzgerald,False
Wuthering Heights,Kaya Scodelario|James Northcote|Amy Wren|Nichola Burley|Steve Evets,Andrea Arnold,Love is a force of nature.,129,Drama|Romance,Ecosse Films|Film4 Productions,9/5/11,ART DIRECTION,James Basevi,False
Wuthering Heights,Kaya Scodelario|James Northcote|Amy Wren|Nichola Burley|Steve Evets,Andrea Arnold,Love is a force of nature.,129,Drama|Romance,Ecosse Films|Film4 Productions,9/5/11,CINEMATOGRAPHY (Black-and-White),Gregg Toland,True
Wuthering Heights,Kaya Scodelario|James Northcote|Amy Wren|Nichola Burley|Steve Evets,Andrea Arnold,Love is a force of nature.,129,Drama|Romance,Ecosse Films|Film4 Productions,9/5/11,DIRECTING,William Wyler,False
Wuthering Heights,Kaya Scodelario|James Northcote|Amy Wren|Nichola Burley|Steve Evets,Andrea Arnold,Love is a force of nature.,129,Drama|Romance,Ecosse Films|Film4 Productions,9/5/11,MUSIC (Original Score),Alfred Newman,False
Wuthering Heights,Kaya Scodelario|James Northcote|Amy Wren|Nichola Burley|Steve Evets,Andrea Arnold,Love is a force of nature.,129,Drama|Romance,Ecosse Films|Film4 Productions,9/5/11,OUTSTANDING PRODUCTION,Samuel Goldwyn Productions,False
Wuthering Heights,Kaya Scodelario|James Northcote|Amy Wren|Nichola Burley|Steve Evets,Andrea Arnold,Love is a force of nature.,129,Drama|Romance,Ecosse Films|Film4 Productions,9/5/11,WRITING (Screenplay),"Charles MacArthur, Ben Hecht",False
The Three Musketeers,Charlie Sheen|Kiefer Sutherland|Chris O'Donnell|Oliver Platt|Tim Curry,Stephen Herek,All for one and one for all!,105,Action|Adventure|Comedy,Walt Disney Pictures|Caravan Pictures,11/11/93,CINEMATOGRAPHY (Color),Robert Planck,False
The Three Musketeers,Milla Jovovich|Orlando Bloom|Logan Lerman|Ray Stevenson|Matthew Macfadyen,Paul W.S. Anderson,Every legend has a new beginning.,110,Adventure|Action|Thriller|Comedy,Impact Pictures|Studio Babelsberg|Nouvelles Ã‰ditions de Films (NEF)|New Legacy|Constantin Film Produktion,8/31/11,CINEMATOGRAPHY (Color),Robert Planck,False
All the King's Men,Sean Penn|Jude Law|Kate Winslet|James Gandolfini|Patricia Clarkson,Steven Zaillian,Some people will do anything to gain power. Some will do anything to keep it.,125,Drama|Thriller,Columbia Pictures Corporation|Rising Star|Relativity Media|Phoenix Pictures|VIP 4 Medienfonds,9/10/06,ACTOR,Broderick Crawford,True
All the King's Men,Sean Penn|Jude Law|Kate Winslet|James Gandolfini|Patricia Clarkson,Steven Zaillian,Some people will do anything to gain power. Some will do anything to keep it.,125,Drama|Thriller,Columbia Pictures Corporation|Rising Star|Relativity Media|Phoenix Pictures|VIP 4 Medienfonds,9/10/06,ACTOR IN A SUPPORTING ROLE,John Ireland,False
All the King's Men,Sean Penn|Jude Law|Kate Winslet|James Gandolfini|Patricia Clarkson,Steven Zaillian,Some people will do anything to gain power. Some will do anything to keep it.,125,Drama|Thriller,Columbia Pictures Corporation|Rising Star|Relativity Media|Phoenix Pictures|VIP 4 Medienfonds,9/10/06,ACTRESS IN A SUPPORTING ROLE,Mercedes McCambridge,True
All the King's Men,Sean Penn|Jude Law|Kate Winslet|James Gandolfini|Patricia Clarkson,Steven Zaillian,Some people will do anything to gain power. Some will do anything to keep it.,125,Drama|Thriller,Columbia Pictures Corporation|Rising Star|Relativity Media|Phoenix Pictures|VIP 4 Medienfonds,9/10/06,DIRECTING,Robert Rossen,False
All the King's Men,Sean Penn|Jude Law|Kate Winslet|James Gandolfini|Patricia Clarkson,Steven Zaillian,Some people will do anything to gain power. Some will do anything to keep it.,125,Drama|Thriller,Columbia Pictures Corporation|Rising Star|Relativity Media|Phoenix Pictures|VIP 4 Medienfonds,9/10/06,FILM EDITING,"Robert Parrish, Al Clark",False
All the King's Men,Sean Penn|Jude Law|Kate Winslet|James Gandolfini|Patricia Clarkson,Steven Zaillian,Some people will do anything to gain power. Some will do anything to keep it.,125,Drama|Thriller,Columbia Pictures Corporation|Rising Star|Relativity Media|Phoenix Pictures|VIP 4 Medienfonds,9/10/06,BEST MOTION PICTURE,Robert Rossen Productions,True
All the King's Men,Sean Penn|Jude Law|Kate Winslet|James Gandolfini|Patricia Clarkson,Steven Zaillian,Some people will do anything to gain power. Some will do anything to keep it.,125,Drama|Thriller,Columbia Pictures Corporation|Rising Star|Relativity Media|Phoenix Pictures|VIP 4 Medienfonds,9/10/06,WRITING (Screenplay),Robert Rossen,False
Alice in Wonderland,Mia Wasikowska|Johnny Depp|Anne Hathaway|Helena Bonham Carter|Crispin Glover,Tim Burton,You're invited to a very important date.,108,Family|Fantasy|Adventure,"Walt Disney Pictures|Team Todd|Tim Burton Productions|Roth Films|Zanuck Company, The",3/3/10,MUSIC (Scoring of a Musical Picture),Oliver Wallace,False
Carrie,ChloÃ« Grace Moretz|Julianne Moore|Judy Greer|Alex Russell|Portia Doubleday,Kimberly Peirce,Know her name. Fear her power.,100,Drama|Horror,Screen Gems|Metro-Goldwyn-Mayer (MGM)|Misher Films,10/16/13,ART DIRECTION (Black-and-White),"Art Direction:  Hal Pereira, Roland Anderson;  Set Decoration:  Emile Kuri",False
Carrie,ChloÃ« Grace Moretz|Julianne Moore|Judy Greer|Alex Russell|Portia Doubleday,Kimberly Peirce,Know her name. Fear her power.,100,Drama|Horror,Screen Gems|Metro-Goldwyn-Mayer (MGM)|Misher Films,10/16/13,COSTUME DESIGN (Black-and-White),Edith Head,False
Titanic,Kate Winslet|Leonardo DiCaprio|Frances Fisher|Billy Zane|Kathy Bates,James Cameron,Nothing on Earth could come between them.,194,Drama|Romance|Thriller,Paramount Pictures|Twentieth Century Fox Film Corporation|Lightstorm Entertainment,11/18/97,ART DIRECTION (Black-and-White),"Art Direction:  Lyle Wheeler, Maurice Ransford;  Set Decoration:  Stuart Reiss",False
Titanic,Kate Winslet|Leonardo DiCaprio|Frances Fisher|Billy Zane|Kathy Bates,James Cameron,Nothing on Earth could come between them.,194,Drama|Romance|Thriller,Paramount Pictures|Twentieth Century Fox Film Corporation|Lightstorm Entertainment,11/18/97,WRITING (Story and Screenplay),"Charles Brackett, Walter Reisch, Richard Breen",True
The Brave One,Jodie Foster|Terrence Howard|Nicky Katt|Naveen Andrews|Mary Steenburgen,Neil Jordan,How many wrongs to make it right?,122,Crime|Drama|Thriller,Village Roadshow Pictures|Silver Pictures|Warner Bros.,9/14/07,FILM EDITING,Merrill G. White,False
The Brave One,Jodie Foster|Terrence Howard|Nicky Katt|Naveen Andrews|Mary Steenburgen,Neil Jordan,How many wrongs to make it right?,122,Crime|Drama|Thriller,Village Roadshow Pictures|Silver Pictures|Warner Bros.,9/14/07,SOUND RECORDING,"King Bros. Productions, Inc., Sound Department, John Myers, Sound Director",False
The Brave One,Jodie Foster|Terrence Howard|Nicky Katt|Naveen Andrews|Mary Steenburgen,Neil Jordan,How many wrongs to make it right?,122,Crime|Drama|Thriller,Village Roadshow Pictures|Silver Pictures|Warner Bros.,9/14/07,WRITING (Motion Picture Story),Dalton Trumbo,True
The Time Machine,Guy Pearce|Samantha Mumba|Phyllida Law|Laura Kirk|Mark Addy,Simon Wells,The greatest adventure THROUGH all time!,96,Science Fiction|Adventure|Action,DreamWorks SKG|Warner Bros.,3/4/02,SPECIAL EFFECTS,"Visual Effects by Gene Warren, Tim Baar",True
"One, Two, Three",James Cagney|Liselotte Pulver|Horst Buchholz|Pamela Tiffin|Howard St. John,Billy Wilder,Billy Wilder's Explosive New Comedy,115,Comedy|Family,The Mirisch Corporation,12/15/61,CINEMATOGRAPHY (Black-and-White),Daniel L. Fapp,False
The Visit,Olivia DeJonge|Ed Oxenbould|Kathryn Hahn|Benjamin Kanes|Deanna Dunagan,M. Night Shyamalan,No one loves you like your grandparents.,94,Horror|Thriller,Blumhouse Productions|Blinding Edge Pictures,9/10/15,COSTUME DESIGN (Black-and-White),René Hubert,False
A Hard Day's Night,John Lennon|Paul McCartney|George Harrison|Ringo Starr|Wilfrid Brambell,Richard Lester,"The Beatles, starring in their first full-length, hilarious, action-packed film!",88,Comedy|Music,Proscenium Films|Walter Shenson Films|Maljack Productions,7/6/64,MUSIC (Scoring of Music--adaptation or treatment),George Martin,False
Goldfinger,Sean Connery|Honor Blackman|Gert FrÃ¶be|Shirley Eaton|Tania Mallet,Guy Hamilton,Everything he touches turns into excitement!,110,Adventure|Action|Thriller,Eon Productions|Metro-Goldwyn-Mayer (MGM),9/17/64,SOUND EFFECTS,Norman Wanstall,True
A Hard Day's Night,John Lennon|Paul McCartney|George Harrison|Ringo Starr|Wilfrid Brambell,Richard Lester,"The Beatles, starring in their first full-length, hilarious, action-packed film!",88,Comedy|Music,Proscenium Films|Walter Shenson Films|Maljack Productions,7/6/64,WRITING (Story and Screenplay--written directly for the screen),Alun Owen,False
The Collector,Josh Stewart|Michael Reilly Burke|Andrea Roth|Juan FernÃ¡ndez|Madeline Zima,Marcus Dunstan,He always takes one,88,Horror|Thriller,Fortress Features|LD Entertainment|Imaginarium Entertainment Group,7/9/09,ACTRESS,Samantha Eggar,False
The Collector,Josh Stewart|Michael Reilly Burke|Andrea Roth|Juan FernÃ¡ndez|Madeline Zima,Marcus Dunstan,He always takes one,88,Horror|Thriller,Fortress Features|LD Entertainment|Imaginarium Entertainment Group,7/9/09,DIRECTING,William Wyler,False
Thunderball,Sean Connery|Claudine Auger|Adolfo Celi|Luciana Paluzzi|Rik Van Nutter,Terence Young,Look up!  Look down!  Look out!,130,Adventure|Action|Thriller,Eon Productions|Metro-Goldwyn-Mayer (MGM),12/16/65,SPECIAL VISUAL EFFECTS,John Stears,True
The Collector,Josh Stewart|Michael Reilly Burke|Andrea Roth|Juan FernÃ¡ndez|Madeline Zima,Marcus Dunstan,He always takes one,88,Horror|Thriller,Fortress Features|LD Entertainment|Imaginarium Entertainment Group,7/9/09,WRITING (Screenplay--based on material from another medium),"Stanley Mann, John Kohn",False
Casino Royale,Daniel Craig|Eva Green|Mads Mikkelsen|Judi Dench|Jeffrey Wright,Martin Campbell,Everyone has a past. Every legend has a beginning.,144,Adventure|Action|Thriller,Eon Productions,11/14/06,MUSIC (Song),Music by Burt Bacharach; Lyrics by Hal David,False
The Box,Cameron Diaz|James Marsden|Frank Langella|Michael Zegen|James Rebhorn,Richard Kelly,All you have to do is push the button.,115,Thriller|Science Fiction,Media Rights Capital|Lin Pictures|Warner Bros.|Darko Entertainment|Radar Pictures,9/17/09,SHORT SUBJECT (Cartoon),"Fred Wolf, Producer",True
True Grit,Jeff Bridges|Hailee Steinfeld|Matt Damon|Josh Brolin|Barry Pepper,Ethan Coen|Joel Coen,Punishment Comes One Way or Another.,110,Drama|Adventure|Western,Paramount Pictures|Scott Rudin Productions|Mike Zoss Productions|Skydance Productions,12/22/10,ACTOR,John Wayne,True
True Grit,Jeff Bridges|Hailee Steinfeld|Matt Damon|Josh Brolin|Barry Pepper,Ethan Coen|Joel Coen,Punishment Comes One Way or Another.,110,Drama|Adventure|Western,Paramount Pictures|Scott Rudin Productions|Mike Zoss Productions|Skydance Productions,12/22/10,MUSIC (Song--Original for the Picture),Music by Elmer Bernstein; Lyrics by Don Black,False
The Last Picture Show,Timothy Bottoms|Jeff Bridges|Cybill Shepherd|Ben Johnson|Cloris Leachman,Peter Bogdanovich,"Anarene, Texas, 1951. Nothing much has changed...",118,Drama,Columbia Pictures Corporation|BBS Productions,10/3/71,ACTOR IN A SUPPORTING ROLE,Jeff Bridges,False
The Last Picture Show,Timothy Bottoms|Jeff Bridges|Cybill Shepherd|Ben Johnson|Cloris Leachman,Peter Bogdanovich,"Anarene, Texas, 1951. Nothing much has changed...",118,Drama,Columbia Pictures Corporation|BBS Productions,10/3/71,ACTOR IN A SUPPORTING ROLE,Ben Johnson,True
The Last Picture Show,Timothy Bottoms|Jeff Bridges|Cybill Shepherd|Ben Johnson|Cloris Leachman,Peter Bogdanovich,"Anarene, Texas, 1951. Nothing much has changed...",118,Drama,Columbia Pictures Corporation|BBS Productions,10/3/71,ACTRESS IN A SUPPORTING ROLE,Ellen Burstyn,False
The Last Picture Show,Timothy Bottoms|Jeff Bridges|Cybill Shepherd|Ben Johnson|Cloris Leachman,Peter Bogdanovich,"Anarene, Texas, 1951. Nothing much has changed...",118,Drama,Columbia Pictures Corporation|BBS Productions,10/3/71,ACTRESS IN A SUPPORTING ROLE,Cloris Leachman,True
The Last Picture Show,Timothy Bottoms|Jeff Bridges|Cybill Shepherd|Ben Johnson|Cloris Leachman,Peter Bogdanovich,"Anarene, Texas, 1951. Nothing much has changed...",118,Drama,Columbia Pictures Corporation|BBS Productions,10/3/71,CINEMATOGRAPHY,Robert Surtees,False
The Last Picture Show,Timothy Bottoms|Jeff Bridges|Cybill Shepherd|Ben Johnson|Cloris Leachman,Peter Bogdanovich,"Anarene, Texas, 1951. Nothing much has changed...",118,Drama,Columbia Pictures Corporation|BBS Productions,10/3/71,DIRECTING,Peter Bogdanovich,False
Straw Dogs,James Marsden|Kate Bosworth|Alexander SkarsgÃ¥rd|Laz Alonso|Dominic Purcell,Rod Lurie,Everyone Has A Breaking Point,110,Thriller,Battleplan Productions,9/16/11,MUSIC (Original Dramatic Score),Jerry Fielding,False
The Last Picture Show,Timothy Bottoms|Jeff Bridges|Cybill Shepherd|Ben Johnson|Cloris Leachman,Peter Bogdanovich,"Anarene, Texas, 1951. Nothing much has changed...",118,Drama,Columbia Pictures Corporation|BBS Productions,10/3/71,BEST PICTURE,"Stephen J. Friedman, Producer",False
Diamonds Are Forever,Sean Connery|Jill St. John|Charles Gray|Lana Wood|Jimmy Dean,Guy Hamilton,The man who made 007 a household number,120,Adventure|Action|Thriller|Science Fiction,Eon Productions|Metro-Goldwyn-Mayer (MGM)|Danjaq,12/13/71,SOUND,"Gordon K. McCallum, John Mitchell, Alfred J. Overton",False
The Last Picture Show,Timothy Bottoms|Jeff Bridges|Cybill Shepherd|Ben Johnson|Cloris Leachman,Peter Bogdanovich,"Anarene, Texas, 1951. Nothing much has changed...",118,Drama,Columbia Pictures Corporation|BBS Productions,10/3/71,WRITING (Screenplay--based on material from another medium),"Larry McMurtry, Peter Bogdanovich",False
The Godfather,Marlon Brando|Al Pacino|James Caan|Richard S. Castellano|Robert Duvall,Francis Ford Coppola,An offer you can't refuse.,175,Drama|Crime,Paramount Pictures|Alfran Productions,3/15/72,ACTOR,Marlon Brando,True
The Godfather,Marlon Brando|Al Pacino|James Caan|Richard S. Castellano|Robert Duvall,Francis Ford Coppola,An offer you can't refuse.,175,Drama|Crime,Paramount Pictures|Alfran Productions,3/15/72,ACTOR IN A SUPPORTING ROLE,James Caan,False
The Godfather,Marlon Brando|Al Pacino|James Caan|Richard S. Castellano|Robert Duvall,Francis Ford Coppola,An offer you can't refuse.,175,Drama|Crime,Paramount Pictures|Alfran Productions,3/15/72,ACTOR IN A SUPPORTING ROLE,Robert Duvall,False
The Godfather,Marlon Brando|Al Pacino|James Caan|Richard S. Castellano|Robert Duvall,Francis Ford Coppola,An offer you can't refuse.,175,Drama|Crime,Paramount Pictures|Alfran Productions,3/15/72,ACTOR IN A SUPPORTING ROLE,Al Pacino,False
The Godfather,Marlon Brando|Al Pacino|James Caan|Richard S. Castellano|Robert Duvall,Francis Ford Coppola,An offer you can't refuse.,175,Drama|Crime,Paramount Pictures|Alfran Productions,3/15/72,COSTUME DESIGN,Anna Hill Johnstone,False
The Godfather,Marlon Brando|Al Pacino|James Caan|Richard S. Castellano|Robert Duvall,Francis Ford Coppola,An offer you can't refuse.,175,Drama|Crime,Paramount Pictures|Alfran Productions,3/15/72,DIRECTING,Francis Ford Coppola,False
The Godfather,Marlon Brando|Al Pacino|James Caan|Richard S. Castellano|Robert Duvall,Francis Ford Coppola,An offer you can't refuse.,175,Drama|Crime,Paramount Pictures|Alfran Productions,3/15/72,FILM EDITING,"William Reynolds, Peter Zinner",False
The Godfather,Marlon Brando|Al Pacino|James Caan|Richard S. Castellano|Robert Duvall,Francis Ford Coppola,An offer you can't refuse.,175,Drama|Crime,Paramount Pictures|Alfran Productions,3/15/72,MUSIC (Original Dramatic Score),Nino Rota,False
The Godfather,Marlon Brando|Al Pacino|James Caan|Richard S. Castellano|Robert Duvall,Francis Ford Coppola,An offer you can't refuse.,175,Drama|Crime,Paramount Pictures|Alfran Productions,3/15/72,BEST PICTURE,"Albert S. Ruddy, Producer",True
A Christmas Carol,Gary Oldman|Jim Carrey|Steve Valentine|Daryl Sabara|Sage Ryan,Robert Zemeckis,Season's Greedings,96,Animation|Drama,Walt Disney|ImageMovers,11/4/09,SHORT SUBJECT (Animated),"Richard Williams, Producer",True
The Godfather,Marlon Brando|Al Pacino|James Caan|Richard S. Castellano|Robert Duvall,Francis Ford Coppola,An offer you can't refuse.,175,Drama|Crime,Paramount Pictures|Alfran Productions,3/15/72,SOUND,"Bud Grenzbach, Richard Portman, Christopher Newman",False
The Godfather,Marlon Brando|Al Pacino|James Caan|Richard S. Castellano|Robert Duvall,Francis Ford Coppola,An offer you can't refuse.,175,Drama|Crime,Paramount Pictures|Alfran Productions,3/15/72,WRITING (Screenplay--based on material from another medium),"Mario Puzo, Francis Ford Coppola",True
The Exorcist,Linda Blair|Max von Sydow|Ellen Burstyn|Jason Miller|Lee J. Cobb,William Friedkin,"Something almost beyond comprehension is happening to a girl on this street, in this house... and a man has been sent for as a last resort. This man is The Exorcist.",122,Drama|Horror|Thriller,Warner Bros.|Hoya Productions,12/26/73,ACTOR IN A SUPPORTING ROLE,Jason Miller,False
The Exorcist,Linda Blair|Max von Sydow|Ellen Burstyn|Jason Miller|Lee J. Cobb,William Friedkin,"Something almost beyond comprehension is happening to a girl on this street, in this house... and a man has been sent for as a last resort. This man is The Exorcist.",122,Drama|Horror|Thriller,Warner Bros.|Hoya Productions,12/26/73,ACTRESS,Ellen Burstyn,False
The Exorcist,Linda Blair|Max von Sydow|Ellen Burstyn|Jason Miller|Lee J. Cobb,William Friedkin,"Something almost beyond comprehension is happening to a girl on this street, in this house... and a man has been sent for as a last resort. This man is The Exorcist.",122,Drama|Horror|Thriller,Warner Bros.|Hoya Productions,12/26/73,ACTRESS IN A SUPPORTING ROLE,Linda Blair,False
The Exorcist,Linda Blair|Max von Sydow|Ellen Burstyn|Jason Miller|Lee J. Cobb,William Friedkin,"Something almost beyond comprehension is happening to a girl on this street, in this house... and a man has been sent for as a last resort. This man is The Exorcist.",122,Drama|Horror|Thriller,Warner Bros.|Hoya Productions,12/26/73,ART DIRECTION,Art Direction:  Bill Malley;  Set Decoration:  Jerry Wunderlich,False
The Exorcist,Linda Blair|Max von Sydow|Ellen Burstyn|Jason Miller|Lee J. Cobb,William Friedkin,"Something almost beyond comprehension is happening to a girl on this street, in this house... and a man has been sent for as a last resort. This man is The Exorcist.",122,Drama|Horror|Thriller,Warner Bros.|Hoya Productions,12/26/73,CINEMATOGRAPHY,Owen Roizman,False
The Exorcist,Linda Blair|Max von Sydow|Ellen Burstyn|Jason Miller|Lee J. Cobb,William Friedkin,"Something almost beyond comprehension is happening to a girl on this street, in this house... and a man has been sent for as a last resort. This man is The Exorcist.",122,Drama|Horror|Thriller,Warner Bros.|Hoya Productions,12/26/73,DIRECTING,William Friedkin,False
The Exorcist,Linda Blair|Max von Sydow|Ellen Burstyn|Jason Miller|Lee J. Cobb,William Friedkin,"Something almost beyond comprehension is happening to a girl on this street, in this house... and a man has been sent for as a last resort. This man is The Exorcist.",122,Drama|Horror|Thriller,Warner Bros.|Hoya Productions,12/26/73,FILM EDITING,"Jordan Leondopoulos, Bud Smith, Evan Lottman, Norman Gay",False
Live and Let Die,Roger Moore|Yaphet Kotto|Jane Seymour|Clifton James|Julius Harris,Guy Hamilton,Roger Moore is James Bond.,121,Adventure|Action|Thriller,Eon Productions|Metro-Goldwyn-Mayer (MGM),7/5/73,MUSIC (Song),Music and Lyrics by Paul McCartney and Linda McCartney,False
Robin Hood,Russell Crowe|Cate Blanchett|Mark Strong|Oscar Isaac|LÃ©a Seydoux,Ridley Scott,"Rise and rise again, until lambs become lions.",140,Action,Imagine Entertainment|Universal Pictures|Scott Free Productions|Relativity Media,5/12/10,MUSIC (Song),Music by George Bruns; Lyrics by Floyd Huddleston,False
The Exorcist,Linda Blair|Max von Sydow|Ellen Burstyn|Jason Miller|Lee J. Cobb,William Friedkin,"Something almost beyond comprehension is happening to a girl on this street, in this house... and a man has been sent for as a last resort. This man is The Exorcist.",122,Drama|Horror|Thriller,Warner Bros.|Hoya Productions,12/26/73,BEST PICTURE,"William Peter Blatty, Producer",False
The Exorcist,Linda Blair|Max von Sydow|Ellen Burstyn|Jason Miller|Lee J. Cobb,William Friedkin,"Something almost beyond comprehension is happening to a girl on this street, in this house... and a man has been sent for as a last resort. This man is The Exorcist.",122,Drama|Horror|Thriller,Warner Bros.|Hoya Productions,12/26/73,SOUND,"Robert Knudson, Chris Newman",True
The Exorcist,Linda Blair|Max von Sydow|Ellen Burstyn|Jason Miller|Lee J. Cobb,William Friedkin,"Something almost beyond comprehension is happening to a girl on this street, in this house... and a man has been sent for as a last resort. This man is The Exorcist.",122,Drama|Horror|Thriller,Warner Bros.|Hoya Productions,12/26/73,WRITING (Screenplay--based on material from another medium),William Peter Blatty,True
The Little Prince,Jeff Bridges|Rachel McAdams|Paul Rudd|Marion Cotillard|James Franco,Mark Osborne,Growing up isn't the problem... forgetting is.,92,Adventure|Animation|Fantasy,Onyx Films|Orange Studios|CityMation|On Entertainment|Zippcast Films,7/29/15,MUSIC (Scoring: Original Song Score and Adaptation -or- Scoring: Adaptation),Song Score by Alan Jay Lerner and Frederick Loewe; Adaptation Score by Angela Morley and Douglas Gamley,False
The Little Prince,Jeff Bridges|Rachel McAdams|Paul Rudd|Marion Cotillard|James Franco,Mark Osborne,Growing up isn't the problem... forgetting is.,92,Adventure|Animation|Fantasy,Onyx Films|Orange Studios|CityMation|On Entertainment|Zippcast Films,7/29/15,MUSIC (Song),Music by Frederick Loewe; Lyrics by Alan Jay Lerner,False
Jaws,Roy Scheider|Robert Shaw|Richard Dreyfuss|Lorraine Gary|Murray Hamilton,Steven Spielberg,Don't go in the water.,124,Horror|Thriller|Adventure,Universal Pictures|Zanuck/Brown Productions,6/18/75,FILM EDITING,Verna Fields,True
Jaws,Roy Scheider|Robert Shaw|Richard Dreyfuss|Lorraine Gary|Murray Hamilton,Steven Spielberg,Don't go in the water.,124,Horror|Thriller|Adventure,Universal Pictures|Zanuck/Brown Productions,6/18/75,MUSIC (Original Score),John Williams,True
Jaws,Roy Scheider|Robert Shaw|Richard Dreyfuss|Lorraine Gary|Murray Hamilton,Steven Spielberg,Don't go in the water.,124,Horror|Thriller|Adventure,Universal Pictures|Zanuck/Brown Productions,6/18/75,BEST PICTURE,"Richard D. Zanuck and David Brown, Producers",False
Jaws,Roy Scheider|Robert Shaw|Richard Dreyfuss|Lorraine Gary|Murray Hamilton,Steven Spielberg,Don't go in the water.,124,Horror|Thriller|Adventure,Universal Pictures|Zanuck/Brown Productions,6/18/75,SOUND,"Robert L. Hoyt, Roger Heman, Earl Madery, John Carter",True
Carrie,ChloÃ« Grace Moretz|Julianne Moore|Judy Greer|Alex Russell|Portia Doubleday,Kimberly Peirce,Know her name. Fear her power.,100,Drama|Horror,Screen Gems|Metro-Goldwyn-Mayer (MGM)|Misher Films,10/16/13,ACTRESS IN A LEADING ROLE,Sissy Spacek,False
Carrie,ChloÃ« Grace Moretz|Julianne Moore|Judy Greer|Alex Russell|Portia Doubleday,Kimberly Peirce,Know her name. Fear her power.,100,Drama|Horror,Screen Gems|Metro-Goldwyn-Mayer (MGM)|Misher Films,10/16/13,ACTRESS IN A SUPPORTING ROLE,Piper Laurie,False
The Omen,Liev Schreiber|Julia Stiles|Seamus Davey-Fitzpatrick|David Thewlis|Pete Postlethwaite,John Moore,A new generation of terror,110,Drama|Horror|Thriller,Twentieth Century Fox Film Corporation|11:11 Mediaworks,6/6/06,MUSIC (Original Score),Jerry Goldsmith,True
The Omen,Liev Schreiber|Julia Stiles|Seamus Davey-Fitzpatrick|David Thewlis|Pete Postlethwaite,John Moore,A new generation of terror,110,Drama|Horror|Thriller,Twentieth Century Fox Film Corporation|11:11 Mediaworks,6/6/06,MUSIC (Original Song),Music and Lyrics by Jerry Goldsmith,False
Star Wars,Mark Hamill|Harrison Ford|Carrie Fisher|Peter Cushing|Alec Guinness,George Lucas,"A long time ago in a galaxy far, far away...",121,Adventure|Action|Science Fiction,Lucasfilm|Twentieth Century Fox Film Corporation,3/20/77,ACTOR IN A SUPPORTING ROLE,Alec Guinness,False
